DocumentID,DatesDocumentID,timestamp,name,County,Name,data,Surf Height: Size,Surf Height: Direction,Surf Height: Period,Surf Height: Angle,Wave Power,Primary -> height,Primary -> letters,Primary -> period,Primary -> angle,Primary -> Points off,Seconday 1 -> height,Seconday 1 -> letters,Seconday 1 -> period,Seconday 1 -> angle,Secondary 1 -> Points off,Seconday 2 -> height,Seconday 2 -> letters,Seconday 2 -> period,Seconday 2 -> angle,Secondary 2 -> Points off,Seconday 3 -> height,Seconday 3 -> letters,Seconday 3 -> period,Seconday 3 -> angle,Secondary 3 -> Points off,Wind Direction (NSEW),Wind Direction (Human Relation),Wind Direction (Angle),Primary Wind Speed,Wind -> Points off
Coronado Beaches,Saturday-30-7AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Coronado Beaches,"['Saturday', 'November', 30, 2024, '7AM']",0.5,SSW,13.0,22.0,101,0.5,SSW,13,22.0,1.0,0.3,W,7.0,90.0,2.0,0.2,W,13.0,90.0,2.0,,,,,,E,cross,265.0,5.0,4.0
Coronado Beaches,Sunday-1-1PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Coronado Beaches,"['Sunday', 'December', 1, 2024, '1PM']",0.4,SSW,12.0,27.0,127,0.4,SSW,12,27.0,1.0,0.4,WNW,20.0,104.0,3.0,0.3,SW,19.0,45.0,0.0,,,,,,W,cross,94.0,10.0,4.0
Coronado Beaches,Saturday-30-1PM,30 November 2024: 12:33PM,San Diego County,San Diego County,Coronado Beaches,"['Saturday', 'November', 30, 2024, '1PM']",0.5,SSW,13.0,22.0,99,0.5,SSW,13,22.0,1.0,0.3,W,7.0,90.0,2.0,0.2,W,12.0,90.0,2.0,,,,,,WSW,cross,72.0,10.0,5.0
Coronado Beaches,Sunday-1-1AM,30 November 2024: 12:33PM,San Diego County,San Diego County,Coronado Beaches,"['Sunday', 'December', 1, 2024, '1AM']",0.5,SSW,13.0,22.0,95,0.5,SSW,13,22.0,1.0,0.3,SW,19.0,45.0,0.0,0.2,W,12.0,90.0,2.0,,,,,,S,glass,5.0,0.0,8.0
Coronado Beaches,Sunday-1-10AM,01 December 2024: 12:19PM,San Diego County,San Diego County,Coronado Beaches,"['Sunday', 'December', 1, 2024, '10AM']",0.4,SSW,12.0,27.0,78,0.4,SSW,12,27.0,1.0,0.3,WNW,20.0,108.0,3.0,0.3,SW,19.0,45.0,0.0,,,,,,W,glass,82.0,5.0,4.0
Coronado Beaches,Tuesday-26-1PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Coronado Beaches,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,W,8.0,101.0,150,0.5,W,8,101.0,2.0,0.4,SSW,21.0,14.0,1.0,0.4,SSW,12.0,27.0,1.0,,,,,,NW,cross-off,124.0,10.0,2.0
Coronado Beaches,Monday-2-10AM,01 December 2024: 12:19PM,San Diego County,San Diego County,Coronado Beaches,"['Monday', 'December', 2, 2024, '10AM']",0.8,W,16.0,97.0,330,0.8,W,16,97.0,2.0,0.4,SW,18.0,45.0,0.0,0.3,SSW,12.0,18.0,1.0,,,,,,NNW,cross-off,150.0,10.0,1.0
Coronado Beaches,Thursday-28-7AM,27 November 2024: 5:33PM,San Diego County,San Diego County,Coronado Beaches,"['Thursday', 'November', 28, 2024, '7AM']",0.9,SSW,16.0,27.0,407,0.9,SSW,16,27.0,1.0,0.4,W,6.0,90.0,2.0,0.3,SSW,11.0,18.0,1.0,,,,,,NNW,cross-off,152.0,5.0,1.0
Coronado Beaches,Tuesday-26-10PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Coronado Beaches,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,SSW,20.0,23.0,432,0.8,SSW,20,23.0,1.0,0.4,W,7.0,90.0,2.0,0.4,SW,12.0,34.0,0.0,,,,,,NNW,cross-off,156.0,10.0,1.0
Crystal Pier and Pacific Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,W,8.0,101.0,150,0.5,W,8,101.0,2.0,0.4,SSW,21.0,14.0,1.0,0.4,SSW,12.0,27.0,1.0,,,,,,WNW,cross,121.0,10.0,5.0
Crystal Pier and Pacific Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,W,8.0,101.0,157,0.5,W,8,101.0,2.0,0.4,SSW,20.0,27.0,1.0,0.4,SSW,12.0,27.0,1.0,,,,,,NW,cross,141.0,15.0,4.0
Crystal Pier and Pacific Beach,Sunday-1-4PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Sunday', 'December', 1, 2024, '4PM']",0.5,W,19.0,101.0,190,0.5,W,19,101.0,2.0,0.4,SSW,12.0,27.0,1.0,0.2,W,12.0,90.0,2.0,,,,,,WNW,cross,113.0,10.0,5.0
Crystal Pier and Pacific Beach,Thursday-28-10AM,27 November 2024: 5:33PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Thursday', 'November', 28, 2024, '10AM']",0.9,SSW,16.0,27.0,402,0.9,SSW,16,27.0,1.0,0.4,W,6.0,90.0,2.0,0.2,SSW,11.0,27.0,1.0,,,,,,NW,cross,142.0,5.0,4.0
Crystal Pier and Pacific Beach,Sunday-1-10AM,01 December 2024: 12:19PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Sunday', 'December', 1, 2024, '10AM']",0.4,SSW,12.0,27.0,78,0.4,SSW,12,27.0,1.0,0.3,WNW,20.0,108.0,3.0,0.3,SW,19.0,45.0,0.0,,,,,,WSW,glass,63.0,5.0,7.0
Crystal Pier and Pacific Beach,Monday-2-1PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Monday', 'December', 2, 2024, '1PM']",0.8,W,16.0,97.0,326,0.8,W,16,97.0,2.0,0.4,SW,17.0,45.0,0.0,0.3,SSW,12.0,18.0,1.0,0.2,W,6.0,90.0,2.0,WNW,cross,123.0,15.0,5.0
Crystal Pier and Pacific Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.8,SSW,20.0,23.0,432,0.8,SSW,20,23.0,1.0,0.4,W,7.0,90.0,2.0,0.4,SW,12.0,34.0,0.0,,,,,,NNW,cross-off,158.0,5.0,3.0
Crystal Pier and Pacific Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.6,SSW,20.0,18.0,298,0.6,SSW,20,18.0,1.0,0.5,W,8.0,101.0,2.0,0.4,SSW,12.0,27.0,1.0,,,,,,NNW,cross-off,158.0,10.0,3.0
Crystal Pier and Pacific Beach,Wednesday-27-7AM,26 November 2024: 7:10PM,San Diego County,San Diego County,Crystal Pier and Pacific Beach,"['Wednesday', 'November', 27, 2024, '7AM']",0.7,SSW,18.0,27.0,292,0.7,SSW,18,27.0,1.0,0.4,W,7.0,90.0,2.0,0.3,SSW,12.0,18.0,1.0,,,,,,NNW,glass,148.0,5.0,3.0
D Street,Tuesday-26-4PM,26 November 2024: 7:10PM,San Diego County,San Diego County,D Street,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,S,20.0,11.0,208,0.5,S,20,11.0,2.0,0.5,W,8.0,101.0,2.0,0.4,SW,12.0,34.0,0.0,,,,,,WNW,cross-on,122.0,10.0,7.0
D Street,Sunday-1-1PM,01 December 2024: 12:19PM,San Diego County,San Diego County,D Street,"['Sunday', 'December', 1, 2024, '1PM']",0.5,S,12.0,11.0,127,0.5,S,12,11.0,2.0,0.4,WNW,20.0,104.0,3.0,0.3,SW,19.0,45.0,0.0,,,,,,WSW,on,78.0,10.0,7.0
D Street,Saturday-30-1PM,30 November 2024: 12:33PM,San Diego County,San Diego County,D Street,"['Saturday', 'November', 30, 2024, '1PM']",0.6,S,13.0,9.0,126,0.6,S,13,9.0,2.0,0.3,W,7.0,90.0,2.0,0.2,S,8.0,-0.0,2.0,,,,,,WSW,on,75.0,10.0,7.0
D Street,Thursday-28-1AM,27 November 2024: 5:33PM,San Diego County,San Diego County,D Street,"['Thursday', 'November', 28, 2024, '1AM']",0.9,S,17.0,6.0,448,0.9,S,17,6.0,2.0,0.4,W,6.0,90.0,2.0,0.4,SW,13.0,34.0,0.0,,,,,,NNW,cross,164.0,5.0,5.0
D Street,Sunday-1-1AM,30 November 2024: 12:33PM,San Diego County,San Diego County,D Street,"['Sunday', 'December', 1, 2024, '1AM']",0.6,S,13.0,9.0,121,0.6,S,13,9.0,2.0,0.3,SW,19.0,45.0,0.0,0.2,WNW,12.0,117.0,3.0,,,,,,SW,glass,49.0,0.0,6.0
D Street,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,D Street,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,141,0.6,SSW,13,18.0,1.0,0.4,W,8.0,90.0,2.0,0.2,WNW,13.0,117.0,3.0,,,,,,ENE,cross-off,243.0,10.0,1.0
D Street,Wednesday-27-7PM,27 November 2024: 5:33PM,San Diego County,San Diego County,D Street,"['Wednesday', 'November', 27, 2024, '7PM']",1.0,S,18.0,11.0,632,1.0,S,18,11.0,2.0,0.4,W,6.0,90.0,2.0,0.3,SSW,11.0,18.0,1.0,,,,,,NW,cross-on,143.0,5.0,6.0
D Street,Tuesday-26-7PM,26 November 2024: 7:10PM,San Diego County,San Diego County,D Street,"['Tuesday', 'November', 26, 2024, '7PM']",0.7,S,20.0,8.0,373,0.7,S,20,8.0,2.0,0.5,W,8.0,90.0,2.0,0.4,SW,12.0,34.0,0.0,,,,,,NW,glass,133.0,5.0,6.0
D Street,Sunday-1-10PM,01 December 2024: 12:19PM,San Diego County,San Diego County,D Street,"['Sunday', 'December', 1, 2024, '10PM']",0.7,WNW,18.0,106.0,326,0.7,WNW,18,106.0,3.0,0.4,SSW,12.0,14.0,1.0,0.4,SW,18.0,45.0,0.0,,,,,,NW,glass,146.0,5.0,6.0
D Street,Wednesday-27-10AM,26 November 2024: 7:10PM,San Diego County,San Diego County,D Street,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,S,18.0,6.0,509,0.9,S,18,6.0,2.0,0.4,W,7.0,90.0,2.0,0.2,S,11.0,-0.0,2.0,,,,,,W,glass,86.0,5.0,8.0
D Street,Thursday-28-10AM,27 November 2024: 5:33PM,San Diego County,San Diego County,D Street,"['Thursday', 'November', 28, 2024, '10AM']",1.0,S,16.0,11.0,522,1.0,S,16,11.0,2.0,0.4,W,6.0,90.0,2.0,0.2,WNW,12.0,117.0,3.0,,,,,,NW,glass,126.0,5.0,6.0
D Street,Tuesday-26-10PM,26 November 2024: 7:10PM,San Diego County,San Diego County,D Street,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,S,20.0,6.0,611,0.9,S,20,6.0,2.0,0.5,W,7.0,90.0,2.0,0.3,SSW,12.0,18.0,1.0,,,,,,NNW,glass,149.0,5.0,5.0
D and W,Sunday-1-7PM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,D and W,"['Sunday', 'December', 1, 2024, '7PM']",0.6,W,18.0,99.0,230,0.6,W,18,99.0,2.0,0.3,SW,17.0,45.0,4.0,0.2,W,7.0,90.0,2.0,-0.4,SSW,12.0,14.0,5.0,W,cross-on,92.0,5.0,6.0
D and W,Wednesday-27-1PM,27 November 2024: 5:33PM,Los Angeles County,Los Angeles County,D and W,"['Wednesday', 'November', 27, 2024, '1PM']",0.4,WSW,6.0,76.0,14,0.4,WSW,6,76.0,3.0,0.2,W,13.0,90.0,2.0,-1.0,S,18.0,6.0,6.0,,,,,,SW,on,50.0,15.0,8.0
D and W,Saturday-30-4PM,30 November 2024: 12:33PM,Los Angeles County,Los Angeles County,D and W,"['Saturday', 'November', 30, 2024, '4PM']",0.2,W,7.0,90.0,4,0.2,W,7,90.0,2.0,-0.2,S,8.0,-0.0,6.0,-0.5,S,13.0,11.0,6.0,,,,,,WSW,cross-on,77.0,5.0,7.0
D and W,Monday-2-10AM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,D and W,"['Monday', 'December', 2, 2024, '10AM']",0.6,WNW,16.0,108.0,201,0.6,WNW,16,108.0,1.0,0.2,W,6.0,90.0,2.0,-0.4,SW,18.0,34.0,4.0,-0.4,S,12.0,-0.0,6.0,ENE,glass,252.0,0.0,1.0
D and W,Monday-2-1AM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,D and W,"['Monday', 'December', 2, 2024, '1AM']",0.6,WNW,17.0,108.0,235,0.6,WNW,17,108.0,1.0,0.5,SW,18.0,37.0,4.0,0.2,W,7.0,90.0,2.0,-0.4,S,12.0,-0.0,6.0,WNW,glass,119.0,0.0,5.0
D and W,Sunday-1-10PM,01 December 2024: 12:19PM,Los Angeles County,Los Angeles County,D and W,"['Sunday', 'December', 1, 2024, '10PM']",0.6,WNW,18.0,108.0,243,0.6,WNW,18,108.0,1.0,0.2,W,7.0,90.0,2.0,-0.4,SSW,12.0,14.0,5.0,-0.4,SW,18.0,34.0,4.0,WSW,glass,69.0,5.0,7.0
De Haven Creek,Tuesday-26-1PM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,De Haven Creek,"['Tuesday', 'November', 26, 2024, '1PM']",0.9,W,8.0,96.0,103,0.9,W,8,96.0,1.0,0.4,SSW,12.0,27.0,2.0,0.4,WNW,14.0,104.0,2.0,,,,,,WNW,cross-on,113.0,5.0,7.0
De Haven Creek,Tuesday-26-4PM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,De Haven Creek,"['Tuesday', 'November', 26, 2024, '4PM']",0.9,W,7.0,96.0,92,0.9,W,7,96.0,1.0,0.5,W,13.0,101.0,1.0,0.4,SSW,6.0,14.0,2.0,,,,,,NW,cross-on,126.0,10.0,6.0
De Haven Creek,Saturday-30-1PM,30 November 2024: 12:33PM,Mendocino County,Mendocino County,De Haven Creek,"['Saturday', 'November', 30, 2024, '1PM']",0.6,WNW,12.0,108.0,115,0.6,WNW,12,108.0,2.0,0.5,S,14.0,11.0,3.0,0.4,NW,7.0,135.0,3.0,,,,,,WNW,on,106.0,5.0,7.0
De Haven Creek,Wednesday-27-1AM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,De Haven Creek,"['Wednesday', 'November', 27, 2024, '1AM']",0.9,WNW,8.0,111.0,151,0.9,WNW,8,111.0,2.0,0.5,W,12.0,101.0,1.0,0.4,SSW,21.0,14.0,2.0,,,,,,E,off,259.0,10.0,0.0
De Haven Creek,Wednesday-27-4AM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,De Haven Creek,"['Wednesday', 'November', 27, 2024, '4AM']",0.8,WNW,8.0,113.0,135,0.8,WNW,8,113.0,2.0,0.5,W,12.0,101.0,1.0,0.4,SSW,20.0,14.0,2.0,,,,,,ENE,cross-off,246.0,10.0,1.0
De Haven Creek,Saturday-30-7AM,29 November 2024: 7:21PM,Mendocino County,Mendocino County,De Haven Creek,"['Saturday', 'November', 30, 2024, '7AM']",0.6,S,14.0,9.0,153,0.6,S,14,9.0,3.0,0.5,WNW,12.0,112.0,2.0,0.4,NW,7.0,135.0,3.0,,,,,,E,off,268.0,10.0,0.0
De Haven Creek,Friday-29-10PM,29 November 2024: 7:21PM,Mendocino County,Mendocino County,De Haven Creek,"['Friday', 'November', 29, 2024, '10PM']",0.7,S,15.0,8.0,209,0.7,S,15,8.0,3.0,0.5,WNW,12.0,112.0,2.0,0.5,NW,6.0,127.0,3.0,,,,,,E,off,278.0,5.0,0.0
De Haven Creek,Saturday-30-1AM,29 November 2024: 7:21PM,Mendocino County,Mendocino County,De Haven Creek,"['Saturday', 'November', 30, 2024, '1AM']",0.7,S,15.0,8.0,209,0.7,S,15,8.0,3.0,0.5,WNW,12.0,112.0,2.0,0.5,NW,6.0,127.0,3.0,,,,,,E,off,272.0,5.0,0.0
De Haven Creek,Tuesday-26-10PM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,De Haven Creek,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,WNW,8.0,111.0,233,0.9,WNW,8,111.0,2.0,0.5,S,21.0,11.0,3.0,0.5,W,13.0,101.0,1.0,,,,,,E,off,269.0,10.0,0.0
De Haven Creek,Wednesday-27-10AM,26 November 2024: 7:10PM,Mendocino County,Mendocino County,De Haven Creek,"['Wednesday', 'November', 27, 2024, '10AM']",0.8,SSW,20.0,14.0,507,0.8,SSW,20,14.0,2.0,0.6,WNW,7.0,121.0,2.0,0.4,WNW,18.0,117.0,2.0,,,,,,NE,glass,225.0,0.0,2.0
De Haven Creek,Thursday-28-4AM,27 November 2024: 5:33PM,Mendocino County,Mendocino County,De Haven Creek,"['Thursday', 'November', 28, 2024, '4AM']",0.9,S,18.0,6.0,504,0.9,S,18,6.0,3.0,0.6,NW,7.0,129.0,3.0,0.5,WNW,15.0,112.0,2.0,,,,,,E,off,267.0,10.0,0.0
De Haven Creek,Monday-2-4PM,01 December 2024: 12:19PM,Mendocino County,Mendocino County,De Haven Creek,"['Monday', 'December', 2, 2024, '4PM']",1.6,WNW,14.0,104.0,1106,1.6,WNW,14,104.0,2.0,0.5,SW,18.0,37.0,1.0,0.3,SSW,12.0,18.0,2.0,,,,,,NNW,cross-on,151.0,10.0,5.0
De Haven Creek,Sunday-1-7AM,01 December 2024: 12:19PM,Mendocino County,Mendocino County,De Haven Creek,"['Sunday', 'December', 1, 2024, '7AM']",1.7,WNW,18.0,103.0,1852,1.7,WNW,18,103.0,2.0,0.7,WNW,11.0,117.0,2.0,0.5,S,13.0,11.0,3.0,,,,,,E,off,273.0,5.0,0.0
De Haven Creek,Sunday-1-4PM,01 December 2024: 12:19PM,Mendocino County,Mendocino County,De Haven Creek,"['Sunday', 'December', 1, 2024, '4PM']",1.8,WNW,16.0,103.0,1728,1.8,WNW,16,103.0,2.0,0.5,WNW,10.0,112.0,2.0,0.5,S,13.0,11.0,3.0,,,,,,NNW,glass,159.0,5.0,5.0
De Haven Creek,Sunday-1-1AM,30 November 2024: 12:33PM,Mendocino County,Mendocino County,De Haven Creek,"['Sunday', 'December', 1, 2024, '1AM']",1.2,WNW,19.0,104.0,1094,1.2,WNW,19,104.0,2.0,0.6,WNW,11.0,108.0,2.0,0.5,S,13.0,11.0,3.0,,,,,,ENE,off,257.0,5.0,1.0
Del Mar Beach,Saturday-30-1PM,30 November 2024: 12:33PM,San Diego County,San Diego County,Del Mar Beach,"['Saturday', 'November', 30, 2024, '1PM']",0.6,S,13.0,9.0,126,0.6,S,13,9.0,4.0,0.3,W,7.0,90.0,0.0,0.2,S,8.0,-0.0,4.0,,,,,,WSW,on,77.0,10.0,7.0
Del Mar Beach,Sunday-1-1PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Del Mar Beach,"['Sunday', 'December', 1, 2024, '1PM']",0.5,S,12.0,11.0,127,0.5,S,12,11.0,4.0,0.4,WNW,20.0,104.0,1.0,0.3,SW,19.0,45.0,2.0,,,,,,W,on,86.0,10.0,8.0
Del Mar Beach,Tuesday-26-4PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Beach,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,S,20.0,11.0,208,0.5,S,20,11.0,4.0,0.5,W,8.0,101.0,0.0,0.4,SW,12.0,34.0,2.0,,,,,,NW,cross-on,136.0,10.0,6.0
Del Mar Beach,Sunday-1-4AM,30 November 2024: 12:33PM,San Diego County,San Diego County,Del Mar Beach,"['Sunday', 'December', 1, 2024, '4AM']",0.5,S,13.0,11.0,94,0.5,S,13,11.0,4.0,0.4,SW,19.0,34.0,2.0,0.2,WNW,12.0,117.0,1.0,,,,,,NNW,glass,156.0,5.0,5.0
Del Mar Beach,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Beach,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,141,0.6,SSW,13,18.0,3.0,0.4,W,8.0,90.0,0.0,0.2,WNW,13.0,117.0,1.0,,,,,,ENE,off,258.0,10.0,1.0
Del Mar Beach,Tuesday-26-1PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Beach,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,W,8.0,101.0,231,0.5,W,8,101.0,0.0,0.5,S,21.0,11.0,4.0,0.4,SW,12.0,34.0,2.0,,,,,,WNW,on,110.0,10.0,7.0
Del Mar Beach,Wednesday-27-7PM,27 November 2024: 5:33PM,San Diego County,San Diego County,Del Mar Beach,"['Wednesday', 'November', 27, 2024, '7PM']",1.0,S,18.0,11.0,632,1.0,S,18,11.0,4.0,0.4,W,6.0,90.0,0.0,0.3,SSW,11.0,18.0,3.0,,,,,,NNW,cross-on,148.0,10.0,5.0
Del Mar Beach,Tuesday-26-7PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Beach,"['Tuesday', 'November', 26, 2024, '7PM']",0.7,S,20.0,8.0,373,0.7,S,20,8.0,4.0,0.5,W,8.0,90.0,0.0,0.4,SW,12.0,34.0,2.0,,,,,,NNW,glass,149.0,5.0,5.0
Del Mar Beach,Sunday-1-10PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Del Mar Beach,"['Sunday', 'December', 1, 2024, '10PM']",0.7,WNW,18.0,106.0,326,0.7,WNW,18,106.0,1.0,0.4,SSW,12.0,14.0,3.0,0.4,SW,18.0,45.0,2.0,,,,,,NNW,glass,151.0,5.0,5.0
Del Mar Beach,Wednesday-27-10AM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Beach,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,S,18.0,6.0,509,0.9,S,18,6.0,4.0,0.4,W,7.0,90.0,0.0,0.2,S,11.0,-0.0,4.0,,,,,,WNW,glass,104.0,5.0,7.0
Del Mar Beach,Thursday-28-10AM,27 November 2024: 5:33PM,San Diego County,San Diego County,Del Mar Beach,"['Thursday', 'November', 28, 2024, '10AM']",1.0,S,16.0,11.0,522,1.0,S,16,11.0,4.0,0.4,W,6.0,90.0,0.0,0.2,WNW,12.0,117.0,1.0,,,,,,WNW,glass,119.0,5.0,7.0
Del Mar Beach,Tuesday-26-10PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Beach,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,S,20.0,6.0,611,0.9,S,20,6.0,4.0,0.5,W,7.0,90.0,0.0,0.3,SSW,12.0,18.0,3.0,,,,,,NNW,glass,158.0,5.0,5.0
Del Mar Rivermouth,Saturday-30-1PM,30 November 2024: 12:33PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Saturday', 'November', 30, 2024, '1PM']",0.6,S,13.0,9.0,126,0.6,S,13,9.0,4.0,0.3,W,7.0,90.0,0.0,0.2,S,8.0,-0.0,4.0,,,,,,WSW,on,77.0,10.0,7.0
Del Mar Rivermouth,Sunday-1-1PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Sunday', 'December', 1, 2024, '1PM']",0.5,S,12.0,11.0,127,0.5,S,12,11.0,4.0,0.4,WNW,20.0,104.0,1.0,0.3,SW,19.0,45.0,2.0,,,,,,W,on,86.0,10.0,8.0
Del Mar Rivermouth,Tuesday-26-4PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Tuesday', 'November', 26, 2024, '4PM']",0.5,S,20.0,11.0,208,0.5,S,20,11.0,4.0,0.5,W,8.0,101.0,0.0,0.4,SW,12.0,34.0,2.0,,,,,,NW,cross-on,136.0,10.0,6.0
Del Mar Rivermouth,Sunday-1-4AM,30 November 2024: 12:33PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Sunday', 'December', 1, 2024, '4AM']",0.5,S,13.0,11.0,94,0.5,S,13,11.0,4.0,0.4,SW,19.0,34.0,2.0,0.2,WNW,12.0,117.0,1.0,,,,,,NNW,glass,156.0,5.0,5.0
Del Mar Rivermouth,Saturday-30-4AM,29 November 2024: 7:21PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Saturday', 'November', 30, 2024, '4AM']",0.6,SSW,13.0,18.0,141,0.6,SSW,13,18.0,3.0,0.4,W,8.0,90.0,0.0,0.2,WNW,13.0,117.0,1.0,,,,,,ENE,off,258.0,10.0,1.0
Del Mar Rivermouth,Tuesday-26-1PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Tuesday', 'November', 26, 2024, '1PM']",0.5,W,8.0,101.0,231,0.5,W,8,101.0,0.0,0.5,S,21.0,11.0,4.0,0.4,SW,12.0,34.0,2.0,,,,,,WNW,on,110.0,10.0,7.0
Del Mar Rivermouth,Wednesday-27-7PM,27 November 2024: 5:33PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Wednesday', 'November', 27, 2024, '7PM']",1.0,S,18.0,11.0,632,1.0,S,18,11.0,4.0,0.4,W,6.0,90.0,0.0,0.3,SSW,11.0,18.0,3.0,,,,,,NNW,cross-on,148.0,10.0,5.0
Del Mar Rivermouth,Tuesday-26-7PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Tuesday', 'November', 26, 2024, '7PM']",0.7,S,20.0,8.0,373,0.7,S,20,8.0,4.0,0.5,W,8.0,90.0,0.0,0.4,SW,12.0,34.0,2.0,,,,,,NNW,glass,149.0,5.0,5.0
Del Mar Rivermouth,Sunday-1-10PM,01 December 2024: 12:19PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Sunday', 'December', 1, 2024, '10PM']",0.7,WNW,18.0,106.0,326,0.7,WNW,18,106.0,1.0,0.4,SSW,12.0,14.0,3.0,0.4,SW,18.0,45.0,2.0,,,,,,NNW,glass,151.0,5.0,5.0
Del Mar Rivermouth,Wednesday-27-10AM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Wednesday', 'November', 27, 2024, '10AM']",0.9,S,18.0,6.0,509,0.9,S,18,6.0,4.0,0.4,W,7.0,90.0,0.0,0.2,S,11.0,-0.0,4.0,,,,,,WNW,glass,104.0,5.0,7.0
Del Mar Rivermouth,Thursday-28-10AM,27 November 2024: 5:33PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Thursday', 'November', 28, 2024, '10AM']",1.0,S,16.0,11.0,522,1.0,S,16,11.0,4.0,0.4,W,6.0,90.0,0.0,0.2,WNW,12.0,117.0,1.0,,,,,,WNW,glass,119.0,5.0,7.0
Del Mar Rivermouth,Tuesday-26-10PM,26 November 2024: 7:10PM,San Diego County,San Diego County,Del Mar Rivermouth,"['Tuesday', 'November', 26, 2024, '10PM']",0.9,S,20.0,6.0,611,0.9,S,20,6.0,4.0,0.5,W,7.0,90.0,0.0,0.3,SSW,12.0,18.0,3.0,,,,,,NNW,glass,158.0,5.0,5.0
Del Monte Beach,Thursday-28-10AM,27 November 2024: 5:33PM,Monterey County,Monterey County,Del Monte Beach,"['Thursday', 'November', 28, 2024, '10AM']",0.4,NW,7.0,135.0,48,0.4,NW,7,135.0,0.0,0.3,WNW,16.0,108.0,1.0,-0.7,S,16.0,8.0,6.0,,,,,,ENE,cross,239.0,15.0,4.0
Del Monte Beach,Friday-29-10PM,29 November 2024: 7:21PM,Monterey County,Monterey County,Del Monte Beach,"['Friday', 'November', 29, 2024, '10PM']",0.4,WNW,12.0,104.0,49,0.4,WNW,12,104.0,1.0,0.3,WSW,7.0,72.0,3.0,-0.6,S,14.0,9.0,6.0,,,,,,ENE,cross,254.0,10.0,4.0
